,rank,nct number,title,acronym,status,study results,conditions,interventions,outcome measures,sponsor/collaborators,gender,age,phases,enrollment,funded bys,study type,study designs,other ids,start date,primary completion date,completion date,first posted,results first posted,last update posted,locations,study documents,url,duration,ftype2,cond1,allocation,interv_mod2,mask1,purp1
406,407,NCT00888927,Safety Study to Evaluate Monoclonal Antibody KW-0761 in Subjects With Peripheral T-cell Lymphoma,,Completed,Has Results,Peripheral T-Cell Lymphoma,Biological: KW-0761,Maximum Tolerated Dose|Overall Response Rate (ORR),"Kyowa Hakko Kirin Pharma, Inc.|Kyowa Kirin, Inc.",All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,42.0,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,KW-0761-001,2009-05-01,September 2012,2012-09-01,"April 28, 2009","December 29, 2020","December 29, 2020","Ronald Reagan UCLA Medical Center, Los Angeles, California, United States|Stanford Medical Center, Stanford, California, United States|Yale Comprehensive Cancer Center, New Haven, Connecticut, United States|H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, United States|M.D.Anderson Cancer Center, Houston, Texas, United States",,https://ClinicalTrials.gov/show/NCT00888927,1219.0,Industry Lead,Less than three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
407,408,NCT00989586,Veltuzumab and Milatuzumab in Treating Patients With Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma,,Completed,Has Results,Lymphoma,"Biological: milatuzumab|Biological: veltuzumab|Procedure: Correlative/Special Studies|Procedure: Quantitative T-, B-, and NK cell subsets|Procedure: Pharmacokinetics|Procedure: Human Anti-Human Antibodies|Biological: veltuzumab and milatuzumab","Dose Limiting Toxicity (DLT) for Phase I Patients|Maximum Tolerated Dose (MTD)for Phase I Patients|Overall Objective Response Rate|Progression-free Survival (PFS)|Fcγ-receptor Polymorphism Response to Treatment|Quantitative T-, B-, and NK-cell Subsets Using Flow Cytometry|Access Pharmacokinetics Through AUC0-∞ (Area Under Curve)|Access Pharmacokinetics Through Cmax|Monitor Human Anti-veltuzumab Antibodies and Human Anti-milatuzumab (HAHA)",Beth Christian|Gilead Sciences|Ohio State University Comprehensive Cancer Center,All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,35.0,Other|Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,OSU-09024|NCI-2011-03150,2009-09-01,April 2015,2015-09-01,"October 5, 2009","February 6, 2017","February 6, 2017","Ohio State University Comprehensive Cancer Center, Columbus, Ohio, United States",,https://ClinicalTrials.gov/show/NCT00989586,2191.0,Not Industry Lead,Less than three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
408,409,NCT00322608,Study of the Vascular Disrupting Agent NPI-2358 in Patients With Advanced Solid Tumors or Lymphoma,,Completed,No Results Available,Cancer,Drug: NPI-2358,Safety|Tolerability|Maximum tolerated dose (MTD)|Pharmacokinetics|Pharmacodynamics|Response Evaluation Criteria in Solid Tumors (RECIST),"Nereus Pharmaceuticals, Inc.",All,"18 Years and older   (Adult, Older Adult)",Phase 1,35.0,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,NPI-2358-100,2006-04-01,September 2009,2009-12-01,"May 8, 2006",,"January 10, 2011","Barbara Ann Karmanos Cancer Institute/Wayne State University, Detroit, Michigan, United States|Institute for Drug Development, San Antonio, Texas, United States|Northwest Medical Specialties, Tacoma, Washington, United States",,https://ClinicalTrials.gov/show/NCT00322608,1340.0,Industry Lead,Less than three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
409,410,NCT01622439,Valproate as First Line Therapy in Combination With Rituximab and CHOP in Diffuse Large B-cell Lymphoma,VALFRID,Completed,No Results Available,Diffuse Large B-cell Lymphoma,Drug: Valproate|Drug: Rituximab|Drug: Cyclophosphamide|Drug: Doxorubicin|Drug: Vincristine|Drug: Prednisone,Establishment of maximum tolerable dose of valproate.,Lund University Hospital|Valcuria,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,50.0,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Version1.1,2012-06-01,March 2018,2018-03-01,"June 19, 2012",,"March 12, 2018","Skåne University Hospital, Dept. of Oncology, Lund, Sweden",,https://ClinicalTrials.gov/show/NCT01622439,2099.0,Not Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
410,411,NCT00285428,Study of hA20 (Humanized Anti-CD20) in Patients With CD20+ Non-Hodgkin's Lymphoma,,Completed,No Results Available,Non-Hodgkin's Lymphoma,Drug: hA20-humanized anti-CD20 antibody,Safety and tolerance of different dose levels|Lack of immunogenicity|Pharmacodynamics|Pharmacokinetics|Efficacy,Gilead Sciences,All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,82.0,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,IM-T-hA20-01,2004-09-01,October 2007,2007-10-01,"February 2, 2006",,"August 17, 2021","New York Presbyterian Hospital/Cornell Medical Center, New York, New York, United States|University Hospital of Pennsylvania, Philadelphia, Pennsylvania, United States|MD Anderson Cancer Center, Houston, Texas, United States",,https://ClinicalTrials.gov/show/NCT00285428,1125.0,Industry Lead,Less than three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
411,412,NCT03892421,Outpatient Administration of R-DHAP in Relapsed/Refractory Non-Hodgkin Lymphoma,,Completed,No Results Available,Relapsed Non Hodgkin Lymphoma|Refractory Non-Hodgkin Lymphoma,Drug: Rituximab|Drug: Carboplatin|Drug: Cytarabine Injection|Drug: Dexamethasone|Drug: Filgrastim 0.3 MG/ML,Overall Response Rate|Incidence of hematological toxicities > grade 2 by Common Terminology Criteria V4.0|Overall Survival|Progression Free Survival,La Raza Medical Center,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 1|Phase 2,22.0,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,R-2018-3501-014,2018-04-05,"January 30, 2021",2021-04-30,"March 27, 2019",,"May 18, 2021","Hospital Especialidades Centro Medico La Raza, Mexico City, Azcapotzalco, Mexico",,https://ClinicalTrials.gov/show/NCT03892421,1121.0,Not Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
413,414,NCT03107663,⁸⁹Zr-Df-IAB22M2C PET/CT in Patients With Selected Solid Malignancies or Hodgkin's Lymphoma,,Completed,No Results Available,Positron-Emission Tomography|Immunomodulation|Metastatic Solid Malignancies|Hodgkin Lymphoma,Drug: ⁸⁹Zr-Df-IAB22M2C Infusion,"Safety and tolerability of ⁸⁹Zr-Df-IAB22M2C assessed by local and systemic signs and symptoms of infusion reactions,incidence of adverse events,changes in laboratory test results,dose limiting toxicities,vital signs and 12-lead electrocardiogram findings|Evaluate imaging time window with ⁸⁹Zr-Df-IAB22M2C|Evaluate protein dose for imaging with ⁸⁹Zr-Df-IAB22M2C|Evaluate the radioactive pharmacokinetics of ⁸⁹Zr-Df-IAB22M2C by determining the time-activity curves for serum (% injected dose/liter), AUC, clearance, volume of distribution, Tmax and Cmax.|Evaluate the dosimetry of a single dose of ⁸⁹Zr-Df-IAB22M2C","ImaginAb, Inc.",All,"18 Years and older   (Adult, Older Adult)",Phase 1,15.0,Industry,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,2015-22M2C-01.02,2017-06-19,"August 16, 2018",2018-08-16,"April 11, 2017",,"September 18, 2018","Honor Health and Imaging Endpoints, Scottsdale, Arizona, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|University of Pennsylvania, Philadelphia, Pennsylvania, United States",,https://ClinicalTrials.gov/show/NCT03107663,423.0,Industry Lead,More than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
414,415,NCT01351935,"Escalating Dose Study in Subjects With Relapsed or Refractory B Cell Non-Hodgkin Lymphoma, Chronic Lymphocytic Leukemia, and Waldenstrom's Macroglobulinemia",,Completed,No Results Available,B Cell Non-Hodgkin's Lymphoma|Chronic Lymphocytic Leukemia|Waldenstrom Macroglobulinemia,Drug: AVL-292,"Safety, tolerability,and dose limiting toxicities will be determined using AEs,PE,ophthalmologic examinations,clinical laboratory tests,vital signs, ECGs and echocardiograms/MUGA scans.|Establish recommended Phase 2 dose, after completing dose escalation in Part 1 and evaluating accumulated safety,PK,and PD data from the dose escalation phase (Part1)|Evaluate the Pharmacokinetic parameters of AVL-292|Evaluate the Pharmacodynamics of AVL-292 by measurement of free Btk|Characterize preliminary anti-tumor efficacy of AVL-292 in relapsed and/or refractory B-NHL, CLL and WM",Celgene|The Leukemia and Lymphoma Society,All,"18 Years and older   (Adult, Older Adult)",Phase 1,113.0,Industry|Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,AVL-292-003,2011-07-18,"June 26, 2015",2015-06-26,"May 11, 2011",,"November 8, 2019","Clearview Cancer Institute Oncology Specialties, P.C, Huntsville, Alabama, United States|University of Arizona SPORE, Tucson, Arizona, United States|University of California San Diego, La Jolla, California, United States|Mayo Clinic Jacksonville, Jacksonville, Florida, United States|Northwestern University, Chicago, Illinois, United States|Horizon Oncology Center, Lafayette, Indiana, United States|Dana Farber Cancer Institute, Boston, Massachusetts, United States|Mount Sinai School of Medicine and Mount Sinai Graduate School of Biological Sciences, New York, New York, United States|University of Rochester Medical Center, Rochester, New York, United States|Cleveland Clinic, Cleveland, Ohio, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, United States|University of Texas Health Sciences Center, San Antonio, Texas, United States|US Oncology, The Woodlands, Texas, United States",,https://ClinicalTrials.gov/show/NCT01351935,1439.0,Industry Lead,Three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
415,416,NCT00445341,Flavopiridol to Treat Relapsed Mantle Cell Lymphoma or Diffuse Large B-Cell Lymphoma,,Completed,Has Results,Lymphoma,Drug: Flavopiridol,Number of Participants With Adverse Events (e.g. Toxicity)|Response Rate (Complete Response (CR) and Partial Response (PR)),National Cancer Institute (NCI)|National Institutes of Health Clinical Center (CC),All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,28.0,NIH,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,070081|07-C-0081,2006-11-27,"April 30, 2012",2012-10-18,"March 9, 2007","October 5, 2012","January 30, 2018","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States","""Informed Consent Form"", https://ClinicalTrials.gov/ProvidedDocs/41/NCT00445341/ICF_000.pdf|""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/41/NCT00445341/Prot_SAP_001.pdf",https://ClinicalTrials.gov/show/NCT00445341,2152.0,Not Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
416,417,NCT00374699,Bortezomib and CHOP in Patients With Advanced Stage Aggressive T Cell or Natural Killer (NK)/T Cell Lymphomas,,Completed,No Results Available,Peripheral T-Cell Lymphomas|Non-Hodgkin Lymphoma,Drug: Velcade,To define the dose-limiting toxicity and maximum tolerable dose|To evaluate the overall response rate|To evaluate the safety and tolerability of the treatment combination|To estimate the time to progression and the duration of overall response,Samsung Medical Center|Janssen Medical Affairs,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 1|Phase 2,55.0,Other|Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,2005-07-021,2006-04-01,September 2009,2009-10-01,"September 11, 2006",,"October 14, 2009","Samsung Medical Center, Seoul, Korea, Republic of",,https://ClinicalTrials.gov/show/NCT00374699,1279.0,Not Industry Lead,Less than three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
417,418,NCT01582776,Study of OBINUTUZUMAB Combined to LENALIDOMIDE for the Treatment of Relapsed/Refractory Follicular and Aggressive B-cell Lymphoma,,Completed,No Results Available,Follicular Lymphoma Patients (Phase IB)|Follicular and Agressive (DLBCL&MCL) B-cell Lymphoma Patients (Phase II),Drug: Lenalidomide and GA101,Phase I part: Determination of the recommended dose of lenalidomide in combination with fixed doses of GA101|Phase II part: Overall Response Rate (CR+CRu+PR) after 6 cycles|Overall survival (OS)|Event Free survival|Progression free survival|Response duration|Response rate at the end of maintenance treatment|Complete response rate after induction|Complete response rate after 3 cycles,The Lymphoma Academic Research Organisation,All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,317.0,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,GALEN,2012-10-03,"July 11, 2018",2022-05-20,"April 23, 2012",,"March 17, 2023","ZNA Stuivenberg, Antwerpen, Belgium|A.Z. Sint Jan AV, Bruges, Belgium|institut Jules Bordet, Bruxelles, Belgium|Université Catholique de Louvain Saint Luc, Bruxelles, Belgium|AZ Groeninge - Campus Maria's Voorzienigheid, Kortrijk, Belgium|CHU de Liège, Liège, Belgium|Université Catholique de Louvain Mont Godinne, Yvoir, Belgium|CHU d'Amiens, Amiens, France|Institut Bergonié, Bordeaux, France|Institut d'Hématologie de Basse Normandie, Caen, France|CHU d'Estaing, Clermont-Ferrand, France|Hôpital Henri Mondor, Créteil, France|CHU de Dijon, Dijon, France|CHU de Grenoble, Grenoble, France|CHRU de Lille, Lille, France|Centre Léon Bérard, Lyon, France|Institut Paoli Calmette, Marseille, France|CHU St Eloi, Montpellier, France|CHU Brabois, Nancy, France|CHU Hôtel Dieu, Nantes, France|Hôpital St Louis, Paris, France|Centre François Magendie, Pessac, France|CH Lyon Sud, Pierre Bénite, France|CHU Pontchaillou, Rennes, France|Centre henri Becquerel, Rouen, France",,https://ClinicalTrials.gov/show/NCT01582776,3516.0,Not Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
418,419,NCT01309789,A Phase 1 Study of Brentuximab Vedotin Given Sequentially and Combined With Multi-Agent Chemotherapy for CD30-Positive Mature T-Cell and NK-Cell Neoplasms,,Completed,No Results Available,"Lymphoma, Large-Cell, Anaplastic|Lymphoma, NK-cell|Lymphoma, T-cell",Drug: brentuximab vedotin|Drug: cyclophosphamide|Drug: prednisone|Drug: doxorubicin|Drug: vincristine,Incidence of adverse events and laboratory abnormalities|Brentuximab vedotin concentration in blood|Antitherapeutic antibodies in blood|Best clinical response|Progression-free survival|Overall survival,"Seagen Inc.|Millennium Pharmaceuticals, Inc.",All,"18 Years and older   (Adult, Older Adult)",Phase 1,39.0,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,SGN35-011|2010-022839-11,2011-02-01,April 2013,2017-02-28,"March 7, 2011",,"June 28, 2017","UAB Comprehensive Cancer Center, Birmingham, Alabama, United States|City of Hope National Medical Center, Duarte, California, United States|Stanford Cancer Center, Stanford, California, United States|Washington University School of Medicine, Saint Louis, Missouri, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Fox Chase Cancer Center, Philadelphia, Pennsylvania, United States|St. Francis Hospital, Greenville, South Carolina, United States|MD Anderson Cancer Center / University of Texas, Houston, Texas, United States|Seattle Cancer Care Alliance / University of Washington Medical Center, Seattle, Washington, United States|Christie Hospital NHS Foundation Trust, Manchester, United Kingdom|Southampton General Hospital, Southampton, United Kingdom",,https://ClinicalTrials.gov/show/NCT01309789,2219.0,Industry Lead,Three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
